sample_id,dataset,task,question,answer,answers,metadata,has_image
textvqa_379,textvqa,textvqa,what is the temp?,60,"[""60"", ""60"", ""dylan ratigan"", ""60 degrees"", ""60"", ""60"", ""60"", ""60"", ""60"", ""60""]","{""raw_index"": 379, ""image_id"": ""4fe4b88eee4c27db""}",True
textvqa_363,textvqa,textvqa,what is the brand name of the cosmetics?,ellana,"[""ellana"", ""ellana"", ""ellana"", ""ellana mineral cosmetics"", ""ellana"", ""ellana mineral"", ""ellana mineral cosmetics"", ""ellana"", ""ellana"", ""ellana""]","{""raw_index"": 363, ""image_id"": ""fb5d0f8bbdcb8ec3""}",True
textvqa_214,textvqa,textvqa,what flavor of wine is this?,merlot,"[""merlot"", ""morlet"", ""firestone"", ""firestone"", ""merlot"", ""merlot"", ""merlot"", ""merlot"", ""merlot"", ""merlot""]","{""raw_index"": 214, ""image_id"": ""058922ff596fb694""}",True
textvqa_686,textvqa,textvqa,what does the sign say not to do?,turn on red,"[""turn on red"", ""turn on red"", ""no turn on red"", ""no turning on red"", ""no turn on red"", ""turn on red"", ""turn"", ""no turn on red"", ""turn on red"", ""turn on red""]","{""raw_index"": 686, ""image_id"": ""485a9791bbad9f4c""}",True
textvqa_273,textvqa,textvqa,what type of edition are these books?,master,"[""master"", ""master edition"", ""master"", ""master"", ""master"", ""master edition"", ""master edition"", ""master"", ""master"", ""master""]","{""raw_index"": 273, ""image_id"": ""c1ffa09de1a0b8f4""}",True
textvqa_970,textvqa,textvqa,what is the name of this electronic device?,ipod,"[""ipad"", ""ipod"", ""ipod"", ""ipod"", ""ipod"", ""ipod"", ""ipod"", ""ipod"", ""19:17"", ""ipod""]","{""raw_index"": 970, ""image_id"": ""8321f3d5312709a0""}",True
textvqa_699,textvqa,textvqa,what is this device called?,gatorade,"[""unanswerable"", ""gatorade"", ""gatorade"", ""answering does not require reading text in the image"", ""answering does not require reading text in the image"", ""gatorade"", ""phone"", ""answering does not require reading text in the image"", ""unanswerable"", ""code-less phone""]","{""raw_index"": 699, ""image_id"": ""02352c9c5a13aa94""}",True
textvqa_663,textvqa,textvqa,what type of sauce is this?,banana,"[""banana sauce"", ""banana"", ""banana"", ""banana"", ""banana"", ""banana"", ""banana sauce"", ""banana"", ""banana sauce"", ""banana""]","{""raw_index"": 663, ""image_id"": ""a663684afd292116""}",True
textvqa_73,textvqa,textvqa,what channel is the tv on?,29,"[""29"", ""29"", ""29"", ""bbc world"", ""bbc world"", ""29"", ""29"", ""29"", ""29"", ""29""]","{""raw_index"": 73, ""image_id"": ""38c3e0a498d056ed""}",True
textvqa_623,textvqa,textvqa,what is this show?,unanswerable,"[""unanswerable"", ""sports nation"", ""news"", ""news"", ""sportsnation"", ""sportsnation"", ""sportsnation"", ""unanswerable"", ""sporstnation"", ""unanswerable""]","{""raw_index"": 623, ""image_id"": ""922ea61a7babd037""}",True
textvqa_907,textvqa,textvqa,what is the watch called?,luminor marina,"[""panerai"", ""luminor marina"", ""luminor marina"", ""luminor marina"", ""luminor marina"", ""it is a luminor marina panerai"", ""luminor marina panerai"", ""luminor marina"", ""luminor marina"", ""luminor marina panerai""]","{""raw_index"": 907, ""image_id"": ""5008290fc91c35f2""}",True
textvqa_175,textvqa,textvqa,what year are the coins?,1964,"[""1964"", ""1964"", ""1964"", ""1964"", ""1964"", ""1964"", ""1964"", ""1964"", ""1964"", ""1964""]","{""raw_index"": 175, ""image_id"": ""1f7f91dbb391e4e6""}",True
textvqa_546,textvqa,textvqa,what does it say on the box that is second from the right?,digital av adapter,"[""ipad"", ""charger"", ""digital av adapter"", ""ipad"", ""digital av adaptor"", ""digital adaptar"", ""digital av adapter"", ""digital av adapter"", ""digital av adapter"", ""esc""]","{""raw_index"": 546, ""image_id"": ""204549020376d509""}",True
textvqa_746,textvqa,textvqa,is armageddon onl playing at the villa fontana?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""no"", ""unanswerable""]","{""raw_index"": 746, ""image_id"": ""f236601e3b552f07""}",True
textvqa_994,textvqa,textvqa,how was this beer crafted?,hand-crafted,"[""by hand"", ""hand-crafted"", ""hand crafted"", ""it was hand crafted."", ""hand"", ""hand-crafted"", ""unanswerable"", ""hand-crafted"", ""hand- crafted"", ""hand crafted""]","{""raw_index"": 994, ""image_id"": ""9ed713e02206a4a8""}",True
textvqa_167,textvqa,textvqa,is this maitre chocolatier?,yes,"[""yes"", ""yes"", ""yes"", ""answering does not require reading text in the image"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 167, ""image_id"": ""07f39c661eacc4d9""}",True
textvqa_473,textvqa,textvqa,in what year is the coin on the right minted?,1950,"[""1950"", ""1950"", ""1950"", ""1950"", ""1950"", ""1950"", ""1950"", ""1950"", ""1950"", ""1950""]","{""raw_index"": 473, ""image_id"": ""fe08a92a589d3cc9""}",True
textvqa_388,textvqa,textvqa,what´s the team color?,orange,"[""orange"", ""orange"", ""orange"", ""orange"", ""orange"", ""orange"", ""answering does not require reading text in the image"", ""orange"", ""answering does not require reading text in the image"", ""answering does not require reading text in the image""]","{""raw_index"": 388, ""image_id"": ""1092dfb2598694c4""}",True
textvqa_276,textvqa,textvqa,what year is the calendar on the back?,2013-14,"[""2013-14"", ""2013"", ""2013-14"", ""2013-14"", ""2013-14"", ""2013-14"", ""2013-2014"", ""2013-14"", ""2013-14"", ""2013-14""]","{""raw_index"": 276, ""image_id"": ""0f00777074e74a49""}",True
textvqa_655,textvqa,textvqa,is pepsi a sponsor?,yes,"[""2"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 655, ""image_id"": ""72448a6018cdd8e3""}",True
textvqa_704,textvqa,textvqa,what is the time on this computer?,3:14 pm,"[""14:17"", ""3:14 pm"", ""3:14"", ""3:14 pm"", ""3:14 pm"", ""pizza"", ""2:24 pm"", ""3:14 pm"", ""3:14 pm"", ""3:14""]","{""raw_index"": 704, ""image_id"": ""e27889788cf0d4ef""}",True
textvqa_570,textvqa,textvqa,what number is on the pitcher's uniform?,35,"[""35"", ""35"", ""35"", ""35"", ""35"", ""50"", ""25"", ""35"", ""35"", ""35""]","{""raw_index"": 570, ""image_id"": ""7829a4b44f2b311a""}",True
textvqa_224,textvqa,textvqa,what is the bottom book title?,vespa,"[""piaggio vespa"", ""piaggio vespa"", ""vespa"", ""flaggio vespa"", ""unanswerable"", ""healthy"", ""vespa"", ""vespa"", ""piaggio"", ""piaggio""]","{""raw_index"": 224, ""image_id"": ""117960e638288836""}",True
textvqa_701,textvqa,textvqa,what type of video is mentioned?,hollywood,"[""hollywood"", ""hollywood"", ""hollywood"", ""hollywood"", ""hollywood"", ""hollywood video"", ""hollywood"", ""hollywood"", ""hollywood"", ""hollywood""]","{""raw_index"": 701, ""image_id"": ""1daa73adf269b9f1""}",True
textvqa_332,textvqa,textvqa,what month was this photo taken?,december,"[""december"", ""december"", ""december"", ""12"", ""12"", ""december"", ""december"", ""12"", ""12"", ""december""]","{""raw_index"": 332, ""image_id"": ""00459f3bf70283d3""}",True
textvqa_863,textvqa,textvqa,what time is it?,1:53,"[""1:53"", ""1:52"", ""1:53"", ""1:52"", ""1:50"", ""2:50"", ""1:53"", ""1:52"", ""1:52"", ""1:53""]","{""raw_index"": 863, ""image_id"": ""a4e5c432c06b1a75""}",True
textvqa_786,textvqa,textvqa,what are the words on the ship?,sea falcon,"[""sea falcon"", ""sea falcon"", ""sea falcon"", ""sea falcon"", ""sea falcon"", ""sea falcon"", ""sea falcon"", ""sea falcon"", ""sea falcon"", ""sea falcon""]","{""raw_index"": 786, ""image_id"": ""fbab00d86be75bad""}",True
textvqa_794,textvqa,textvqa,what high school is this?,brighton high school,"[""brighton high school"", ""brighton high school"", ""brighton high school"", ""brighton"", ""brighton high school"", ""brighton"", ""brighten"", ""brighton"", ""brighton high school"", ""brighton high school""]","{""raw_index"": 794, ""image_id"": ""4c98bf367273ce22""}",True
textvqa_57,textvqa,textvqa,is the word huntington on the sign behind the man?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""07-th-fd"", ""yes"", ""yes""]","{""raw_index"": 57, ""image_id"": ""aea7358779794f86""}",True
textvqa_234,textvqa,textvqa,where did the coffee come from?,starbucks,"[""starbucks"", ""starbucks coffee"", ""starbucks"", ""starbucks"", ""starbusck coffee"", ""starbuck's"", ""starbucks"", ""sarbucks"", ""starbucks"", ""starbucks""]","{""raw_index"": 234, ""image_id"": ""861d97cc136e03b7""}",True
textvqa_841,textvqa,textvqa,where is this photo taken?,ponderosa ranch,"[""ponderosa ranch"", ""ponderosa ranch"", ""ponderosa ranch"", ""ponderosa beach"", ""ponderosa ranch"", ""ponderosa ranch"", ""ponderosa ranch"", ""ponderosa ranch"", ""ponderosa ranch"", ""ponderosa ranch""]","{""raw_index"": 841, ""image_id"": ""ee2067a74e2a0f7f""}",True
textvqa_982,textvqa,textvqa,who are we meeting in the billboard?,superhumans,"[""superhumans"", ""superhumans"", ""superhumans"", ""the superhumans"", ""super humans"", ""superhumans"", ""superhumans"", ""yes"", ""the superhumans"", ""superhumans""]","{""raw_index"": 982, ""image_id"": ""86d8692c91cd410a""}",True
textvqa_824,textvqa,textvqa,what number is on the jersey?,8,"[""8"", ""8"", ""8"", ""8"", ""8"", ""8"", ""8"", ""8"", ""8"", ""8""]","{""raw_index"": 824, ""image_id"": ""137e4c5d84c6437a""}",True
textvqa_323,textvqa,textvqa,is there any rehab monster there?,yes,"[""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes"", ""yes""]","{""raw_index"": 323, ""image_id"": ""a753256c8233f77d""}",True
textvqa_410,textvqa,textvqa,who is going to change the world?,i'm,"[""i'm"", ""i'm"", ""i'm"", ""i'm"", ""i'm"", ""me!"", ""i am"", ""i'm"", ""i'm"", ""i'm""]","{""raw_index"": 410, ""image_id"": ""1bde74034435d004""}",True
textvqa_274,textvqa,textvqa,what is the title of track 1?,be-in,"[""be-in"", ""be-in"", ""be in"", ""be in"", ""be-in"", ""be-in"", ""be-in"", ""be in"", ""be-in"", ""be-in""]","{""raw_index"": 274, ""image_id"": ""3c3955d814acfb36""}",True
textvqa_67,textvqa,textvqa,what does the note attached to the typewriter say?,adler type writer a/f cback room,"[""adler type writer a/f cback room 25"", ""adler typewriter"", ""adler type writer a/f back room"", ""adler type writer a/f cback room"", ""adler typewriter a/f backroom"", ""adler type write-r a/f cback room"", ""adler typewriter a/f back room"", ""adler type writer aif backroom 25 euros"", ""adler type write a/f (back room e25"", ""adler type writer a/f cback room""]","{""raw_index"": 67, ""image_id"": ""b103e7b42c9d15ea""}",True
textvqa_216,textvqa,textvqa,what is the future being discussed here?,education,"[""education"", ""education"", ""future of education"", ""louisiana"", ""the future of education"", ""unanswerable"", ""of education"", ""future of education"", ""future of education"", ""education""]","{""raw_index"": 216, ""image_id"": ""362b694bf08d174d""}",True
textvqa_580,textvqa,textvqa,what is the license plate number?,duuude,"[""duuude"", ""duuude"", ""duuude"", ""duuude"", ""duuude"", ""duuude"", ""duuude"", ""duuude"", ""duuude"", ""duuude""]","{""raw_index"": 580, ""image_id"": ""cf1fc2f9cf616782""}",True
textvqa_735,textvqa,textvqa,what wine category is written on the board?,juro,"[""juro"", ""jura"", ""tura"", ""jura"", ""juro"", ""ois"", ""juro"", ""juro"", ""juro"", ""\""juro\""""]","{""raw_index"": 735, ""image_id"": ""b00cec3bc6e20de6""}",True
textvqa_322,textvqa,textvqa,what big word is in orange and begins with an s?,salt,"[""salt"", ""salt"", ""salt"", ""salt"", ""salt"", ""salt"", ""salt"", ""salt"", ""salt"", ""salt""]","{""raw_index"": 322, ""image_id"": ""5ec2ee094e2ad8e6""}",True
textvqa_217,textvqa,textvqa,what state is advertised?,texas,"[""texas"", ""texas"", ""texas"", ""texas"", ""texas"", ""texas"", ""afterwork"", ""texas"", ""texas"", ""texas""]","{""raw_index"": 217, ""image_id"": ""8db3dff2b67c7789""}",True
textvqa_671,textvqa,textvqa,what volume is the image on the tablet?,8,"[""volume 8"", ""8"", ""8"", ""8"", ""8"", ""8"", ""8"", ""8"", ""8"", ""8""]","{""raw_index"": 671, ""image_id"": ""68061f4ca36e003d""}",True
textvqa_511,textvqa,textvqa,what is the phone's brand?,samsung,"[""samsung"", ""samsung"", ""samsung"", ""samsung"", ""samsung"", ""samsung"", ""samsung"", ""samsung"", ""samsung"", ""samsung""]","{""raw_index"": 511, ""image_id"": ""666bf94242a15dda""}",True
textvqa_405,textvqa,textvqa,what is the license plate of this van?,vf-49-hd,"[""vf-49-hd"", ""vf-49-hd"", ""vf-49-hd"", ""vf 49 hd"", ""vf49hd"", ""vf-49-hd"", ""vf-49-hd"", ""vf-49-hd"", ""vf-49-hd"", ""vf-49-hd""]","{""raw_index"": 405, ""image_id"": ""3e0f10022fb5c6d3""}",True
textvqa_658,textvqa,textvqa,what is the first letter in the title of this?,n,"[""n"", ""n"", ""n"", ""n"", ""n"", ""n"", ""n"", ""n"", ""n"", ""n""]","{""raw_index"": 658, ""image_id"": ""4921c05f981bc91e""}",True
textvqa_469,textvqa,textvqa,how many toenails can you see?,answering does not require reading text in the image,"[""2"", ""answering does not require reading text in the image"", ""answering does not require reading text in the image"", ""two"", ""answering does not require reading text in the image"", ""answering does not require reading text in the image"", ""2"", ""2"", ""answering does not require reading text in the image"", ""answering does not require reading text in the image""]","{""raw_index"": 469, ""image_id"": ""6d19f8889da4f29e""}",True
textvqa_146,textvqa,textvqa,how much is this phone?,199.99,"[""$199.99"", ""$199.99"", ""199.99"", ""199.99"", ""$199.99"", ""$199.99"", ""199.99"", ""199.99"", ""$199'99"", ""199.99""]","{""raw_index"": 146, ""image_id"": ""f366a9bca00c2508""}",True
textvqa_271,textvqa,textvqa,are these types of coins currently in monetary circulation?,unanswerable,"[""unanswerable"", ""yes"", ""yes"", ""unanswerable"", ""yes"", ""unanswerable"", ""answering does not require reading text in the image"", ""some are."", ""answering does not require reading text in the image"", ""unanswerable""]","{""raw_index"": 271, ""image_id"": ""249edec63aa020a7""}",True
textvqa_992,textvqa,textvqa,how many versions of section 25 are shown on these pages?,2,"[""2"", ""2"", ""2"", ""5"", ""two"", ""2"", ""2"", ""2"", ""2"", ""2""]","{""raw_index"": 992, ""image_id"": ""2390f417e6a7756e""}",True
textvqa_252,textvqa,textvqa,what brand is the 3rd bottle starting from the left?,soplica,"[""soplica"", ""soplica"", ""old krupnik"", ""soplica"", ""soplica"", ""spolica"", ""soplica"", ""soplica"", ""soplica"", ""miodula""]","{""raw_index"": 252, ""image_id"": ""fe78fe3620a3720b""}",True
textvqa_762,textvqa,textvqa,what brand of alcohol is this beer?,gusta,"[""gusta"", ""mukkeller"", ""gusta"", ""you"", ""gusta"", ""'gusta"", ""gusta"", ""gusta"", ""'gusta"", ""gusta""]","{""raw_index"": 762, ""image_id"": ""b752e66756ed48b4""}",True
textvqa_974,textvqa,textvqa,what college are the bins from?,emerson college,"[""emerson college"", ""emerson college"", ""unanswerable"", ""emerson"", ""emerson"", ""emerson college"", ""emerson college"", ""emerson"", ""emerson college"", ""emerson""]","{""raw_index"": 974, ""image_id"": ""b03d875edb3f74a0""}",True
textvqa_551,textvqa,textvqa,what day is it?,wednesday,"[""wednesday, 12th of december, 2012"", ""wednesday"", ""wednesday"", ""12.12.12"", ""wednesday"", ""wednesday"", ""wednesday"", ""wednesday"", ""12.12.12"", ""12.12.12""]","{""raw_index"": 551, ""image_id"": ""08acf3bdfc089673""}",True
textvqa_269,textvqa,textvqa,whose mug is the green mug for?,jesse,"[""jesse"", ""jesse"", ""jesse"", ""jesse"", ""jesse"", ""jesse"", ""jesse"", ""jesse"", ""jesse"", ""jesse""]","{""raw_index"": 269, ""image_id"": ""0f6aac87415c6469""}",True
textvqa_764,textvqa,textvqa,what is the year shown?,2010,"[""2010"", ""2010"", ""2010"", ""2010"", ""2010"", ""2010"", ""2010"", ""2010"", ""34"", ""2010""]","{""raw_index"": 764, ""image_id"": ""41c9c7e6e05f97f5""}",True
textvqa_598,textvqa,textvqa,what kind of wine is this?,pinot noir,"[""pinot noir"", ""pinot noir"", ""purat noiz"", ""pinot noir"", ""pinot nior"", ""pinot noir"", ""pinot noir"", ""red"", ""pinot noir"", ""pinot noir""]","{""raw_index"": 598, ""image_id"": ""b7652b4c6ad10917""}",True
textvqa_438,textvqa,textvqa,who makes this water?,suntory,"[""suntory"", ""suntory"", ""suntory"", ""suntory"", ""suntory"", ""suntory"", ""suntory"", ""suntory"", ""suntory"", ""suntory""]","{""raw_index"": 438, ""image_id"": ""c3d0eace40142613""}",True
textvqa_597,textvqa,textvqa,what does the arrow say?,entrance,"[""entrance"", ""entrance"", ""entrance"", ""entrance"", ""entrance"", ""entrance"", ""entrance"", ""entrance"", ""entrance"", ""entrance""]","{""raw_index"": 597, ""image_id"": ""f9d9f9cb1c610041""}",True
textvqa_408,textvqa,textvqa,what company works in that building?,unicef,"[""unicef"", ""unicef"", ""unicef"", ""unicef"", ""unicef"", ""unicef"", ""unicef"", ""unicef"", ""unicef"", ""unicef""]","{""raw_index"": 408, ""image_id"": ""edcf781201eaa570""}",True
textvqa_925,textvqa,textvqa,what's the red flag state?,stowe,"[""stowe"", ""stowe"", ""stowe"", ""stowe"", ""stowe"", ""stowe"", ""stowe"", ""stowe"", ""stowe"", ""stove""]","{""raw_index"": 925, ""image_id"": ""22db5c4b28a6d129""}",True
textvqa_881,textvqa,textvqa,what is the type of coffee?,clipper,"[""clipper coffee"", ""clipper"", ""clipper"", ""clipper"", ""clipper"", ""clippercoffee"", ""premium hand roasted"", ""dark and medium"", ""clipper"", ""premium hand roasted""]","{""raw_index"": 881, ""image_id"": ""0146fa849c61c53e""}",True
